MACHINE_NAME,BROWSER,APPLICATION,GRID_NODE,APPLICATION_URL,TEST_NAME,TIMER_NAME,SITE,DATETIME_STAMP,DURATION,BROWSER_MEM,ECLIPSE_MEM
SPDWAYAUTOTEST,CHROME,KALIBRATE_TONY,NA,http://tony.kalibratetech.com/,As a user I want to be able to add widgets to my workspace which display accordingly,Launch Application: KALIBRATE_TONY,,2018-02-12T15:15:07.268+0000,3761,256896,743704
SPDWAYAUTOTEST,CHROME,KALIBRATE_TONY,NA,http://tony.kalibratetech.com/,As a user I want to be able to add widgets to my workspace which display accordingly,Login,,2018-02-12T15:15:16.186+0000,4868,275624,744624
SPDWAYAUTOTEST,CHROME,KALIBRATE_TONY,NA,http://tony.kalibratetech.com/,As a user I want to be able to add widgets to my workspace which display accordingly,Launch Application: KALIBRATE_TONY,,2018-02-12T15:16:05.873+0000,3240,253368,752908
SPDWAYAUTOTEST,CHROME,KALIBRATE_TONY,NA,http://tony.kalibratetech.com/,As a user I want to be able to add widgets to my workspace which display accordingly,Login,,2018-02-12T15:16:14.662+0000,4733,274484,755616
SPDWAYAUTOTEST,CHROME,KALIBRATE_TONY,NA,http://tony.kalibratetech.com/,As a user I want to be able to add widgets to my workspace which display accordingly,Launch Application: KALIBRATE_TONY,,2018-02-12T15:17:01.577+0000,3752,253344,765356
SPDWAYAUTOTEST,CHROME,KALIBRATE_TONY,NA,http://tony.kalibratetech.com/,As a user I want to be able to add widgets to my workspace which display accordingly,Login,,2018-02-12T15:17:10.460+0000,4865,276968,768556
SPDWAYAUTOTEST,CHROME,KALIBRATE_TONY,NA,http://tony.kalibratetech.com/,As a user I want to be able to add widgets to my workspace which display accordingly,Launch Application: KALIBRATE_TONY,,2018-02-12T15:17:50.106+0000,3247,256852,775696
SPDWAYAUTOTEST,CHROME,KALIBRATE_TONY,NA,http://tony.kalibratetech.com/,As a user I want to be able to add widgets to my workspace which display accordingly,Login,,2018-02-12T15:17:59.412+0000,5168,279304,779304
SPDWAYAUTOTEST,CHROME,KALIBRATESPEEDWAY_2.9_POC,NA,http://weu-speedwayapp1.kalibratetech.com/\#/,Process Sites For Review 1,Launch Application: KALIBRATESPEEDWAY_2.9_POC,,2018-02-15T12:19:49.629+0000,1690,228556,579676
SPDWAYAUTOTEST,CHROME,KALIBRATESPEEDWAY_2.9_POC,NA,http://weu-speedwayapp1.kalibratetech.com/\#/,Process Sites For Review 1,Login,,2018-02-15T12:19:55.616+0000,1878,252148,582868
SPDWAYAUTOTEST,CHROME,KALIBRATESPEEDWAY_2.9_POC,NA,http://weu-speedwayapp1.kalibratetech.com/\#/,Process Sites For Review 1,Search widget search initiated with Product filter,,2018-02-15T12:20:19.434+0000,2600,297952,603272
SPDWAYAUTOTEST,CHROME,KALIBRATESPEEDWAY_2.9_POC,NA,http://weu-speedwayapp1.kalibratetech.com/\#/,Process Sites For Review 1,Click Generate Prices button in Multi Pricing Widget,,2018-02-15T12:22:01.158+0000,2509,393524,668404
SPDWAYAUTOTEST,CHROME,KALIBRATESPEEDWAY_2.9_POC,NA,http://weu-speedwayapp1.kalibratetech.com/\#/,Process Sites For Review 1,Launch Application: KALIBRATESPEEDWAY_2.9_POC,,2018-02-15T12:50:04.238+0000,1833,228348,674284
SPDWAYAUTOTEST,CHROME,KALIBRATESPEEDWAY_2.9_POC,NA,http://weu-speedwayapp1.kalibratetech.com/\#/,Process Sites For Review 1,Login,,2018-02-15T12:50:10.122+0000,1763,253168,674296
SPDWAYAUTOTEST,CHROME,KALIBRATESPEEDWAY_2.9_POC,NA,http://weu-speedwayapp1.kalibratetech.com/\#/,Process Sites For Review 1,Search widget search initiated with Product filter,,2018-02-15T12:50:23.756+0000,1121,297152,674552
SPDWAYAUTOTEST,CHROME,KALIBRATESPEEDWAY_2.9_POC,NA,http://weu-speedwayapp1.kalibratetech.com/\#/,Process Sites For Review 1,Launch Application: KALIBRATESPEEDWAY_2.9_POC,,2018-02-15T13:08:52.280+0000,1877,228700,676496
SPDWAYAUTOTEST,CHROME,KALIBRATESPEEDWAY_2.9_POC,NA,http://weu-speedwayapp1.kalibratetech.com/\#/,Process Sites For Review 1,Login,,2018-02-15T13:09:12.782+0000,16392,235028,677564
SPDWAYAUTOTEST,CHROME,KALIBRATESPEEDWAY_2.9_POC,NA,http://weu-speedwayapp1.kalibratetech.com/\#/,Process Sites For Review 1,Search widget search initiated with Product filter,,2018-02-15T13:09:26.122+0000,936,289284,677588
SPDWAYAUTOTEST,CHROME,KALIBRATESPEEDWAY_2.9_POC,NA,http://weu-speedwayapp1.kalibratetech.com/\#/,Process Sites For Review 1,Click Generate Prices button in Multi Pricing Widget,,2018-02-15T13:10:19.168+0000,1879,438812,668076
SPDWAYAUTOTEST,CHROME,KALIBRATESPEEDWAY_2.9_POC,NA,http://weu-speedwayapp1.kalibratetech.com/\#/,Process Sites For Review 1,Launch Application: KALIBRATESPEEDWAY_2.9_POC,,2018-02-15T14:20:39.597+0000,5324,227284,345000
SPDWAYAUTOTEST,CHROME,KALIBRATESPEEDWAY_2.9_POC,NA,http://weu-speedwayapp1.kalibratetech.com/\#/,Process Sites For Review 1,Login,,2018-02-15T14:20:55.962+0000,12238,242648,372716
SPDWAYAUTOTEST,CHROME,KALIBRATESPEEDWAY_2.9_POC,NA,http://weu-speedwayapp1.kalibratetech.com/\#/,Process Sites For Review 1,Search widget search initiated with Product filter,,2018-02-15T14:21:08.627+0000,783,295432,382580
SPDWAYAUTOTEST,CHROME,KALIBRATESPEEDWAY_2.9_POC,NA,http://weu-speedwayapp1.kalibratetech.com/\#/,Process Sites For Review 1,Launch Application: KALIBRATESPEEDWAY_2.9_POC,,2018-02-15T14:28:27.123+0000,1829,237820,694728
SPDWAYAUTOTEST,CHROME,KALIBRATESPEEDWAY_2.9_POC,NA,http://weu-speedwayapp1.kalibratetech.com/\#/,Process Sites For Review 1,Login,,2018-02-15T14:28:32.236+0000,1016,246840,694736
SPDWAYAUTOTEST,CHROME,KALIBRATESPEEDWAY_2.9_POC,NA,http://weu-speedwayapp1.kalibratetech.com/\#/,Process Sites For Review 1,Search widget search initiated with Product filter,,2018-02-15T14:28:46.149+0000,1091,298208,696220
SPDWAYAUTOTEST,CHROME,KALIBRATESPEEDWAY_2.9_POC,NA,http://weu-speedwayapp1.kalibratetech.com/\#/,Process Sites For Review 1,Click Generate Prices button in Multi Pricing Widget,,2018-02-15T14:29:37.590+0000,1310,380812,697392
SPDWAYAUTOTEST,CHROME,KALIBRATESPEEDWAY_2.9_POC,NA,http://weu-speedwayapp1.kalibratetech.com/\#/,Process Sites For Review 1,Search widget search initiated with Sites for review filter,,2018-02-15T14:33:42.937+0000,4077,403508,700152
SPDWAYAUTOTEST,CHROME,KALIBRATESPEEDWAY_2.9_POC,NA,http://weu-speedwayapp1.kalibratetech.com/\#/,Process Sites For Review 1,Apply Prices Adjusted,0009344 - CLEVELAND - (216) 691-3382,2018-02-15T14:34:37.005+0000,7339,451332,701336
SPDWAYAUTOTEST,CHROME,KALIBRATESPEEDWAY_2.9_POC,NA,http://weu-speedwayapp1.kalibratetech.com/\#/,Process Sites For Review 1,Apply Prices,0009338 - CLEVELAND - (216) 251-6075,2018-02-15T14:34:44.412+0000,4205,437384,701340
SPDWAYAUTOTEST,CHROME,KALIBRATESPEEDWAY_2.9_POC,NA,http://weu-speedwayapp1.kalibratetech.com/\#/,Process Sites For Review 1,Reject Prices,0009196 - CLEVELAND - (440) 234-1622,2018-02-15T14:34:52.831+0000,5238,445936,701344
SPDWAYAUTOTEST,CHROME,KALIBRATESPEEDWAY_2.9_POC,NA,http://weu-speedwayapp1.kalibratetech.com/\#/,Process Sites For Review 1,Apply Prices,0008641 - CLEVELAND - (216) 671-5943,2018-02-15T14:35:04.697+0000,8675,445660,701408
SPDWAYAUTOTEST,CHROME,KALIBRATESPEEDWAY_2.9_POC,NA,http://weu-speedwayapp1.kalibratetech.com/\#/,Process Sites For Review 1,Apply Prices Adjusted,0008605 - CLEVELAND - (216) 587-4309,2018-02-15T14:35:15.080+0000,6124,450044,701880
SPDWAYAUTOTEST,CHROME,KALIBRATESPEEDWAY_2.9_POC,NA,http://weu-speedwayapp1.kalibratetech.com/\#/,Process Sites For Review 1,Apply Prices,0008556 - CLEVELAND - (440) 323-6660,2018-02-15T14:35:27.657+0000,9219,455784,702240
SPDWAYAUTOTEST,CHROME,KALIBRATESPEEDWAY_2.9_POC,NA,http://weu-speedwayapp1.kalibratetech.com/\#/,Process Sites For Review 1,Reject Prices,0008339 - CLEVELAND - (216) 228-8141,2018-02-15T14:35:37.613+0000,6722,462072,702416
SPDWAYAUTOTEST,CHROME,KALIBRATESPEEDWAY_2.9_POC,NA,http://weu-speedwayapp1.kalibratetech.com/\#/,Process Sites For Review 1,Apply Prices,0008133 - CLEVELAND - (440) 826-0171 (CFL),2018-02-15T14:35:45.714+0000,4877,469564,702860
SPDWAYAUTOTEST,CHROME,KALIBRATESPEEDWAY_2.9_POC,NA,http://weu-speedwayapp1.kalibratetech.com/\#/,Process Sites For Review 1,Apply Prices Adjusted,0007690 - CLEVELAND - (440) 617-9076,2018-02-15T14:35:55.942+0000,6103,473856,703660
SPDWAYAUTOTEST,CHROME,KALIBRATESPEEDWAY_2.9_POC,NA,http://weu-speedwayapp1.kalibratetech.com/\#/,Process Sites For Review 1,Apply Prices,0005417 - CLEVELAND - (216) 433-0886,2018-02-15T14:36:03.578+0000,4338,483976,704048
SPDWAYAUTOTEST,CHROME,KALIBRATESPEEDWAY_2.9_POC,NA,http://weu-speedwayapp1.kalibratetech.com/\#/,Process Sites For Review 1,Reject Prices,0005404 - CLEVELAND - (440) 899-0179,2018-02-15T14:36:11.617+0000,4727,466556,706896
SPDWAYAUTOTEST,CHROME,KALIBRATESPEEDWAY_2.9_POC,NA,http://weu-speedwayapp1.kalibratetech.com/\#/,Process Sites For Review 1,Apply Prices,0005402 - CLEVELAND - (440) 255-8466,2018-02-15T14:36:18.622+0000,3765,472608,707048
SPDWAYAUTOTEST,CHROME,KALIBRATESPEEDWAY_2.9_POC,NA,http://weu-speedwayapp1.kalibratetech.com/\#/,Process Sites For Review 1,Apply Prices Adjusted,0004046 - CLEVELAND - (216) 663-2442,2018-02-15T14:36:26.550+0000,4077,465244,708220
SPDWAYAUTOTEST1,CHROME,KALIBRATESPEEDWAY_2.9_POC,NA,http://weu-speedwayapp1.kalibratetech.com/\#/,Process Sites For Review 1,Launch Application: KALIBRATESPEEDWAY_2.9_POC,,2018-02-15T15:25:41.192+0000,2091,252448,782604
SPDWAYAUTOTEST1,CHROME,KALIBRATESPEEDWAY_2.9_POC,NA,http://weu-speedwayapp1.kalibratetech.com/\#/,Process Sites For Review 1,Login,,2018-02-15T15:25:46.257+0000,1073,267500,782604
SPDWAYAUTOTEST1,CHROME,KALIBRATESPEEDWAY_2.9_POC,NA,http://weu-speedwayapp1.kalibratetech.com/\#/,Process Sites For Review 1,Search widget search initiated with Product filter,,2018-02-15T15:25:59.070+0000,1319,296660,782828
SPDWAYAUTOTEST1,CHROME,KALIBRATESPEEDWAY_2.9_POC,NA,http://weu-speedwayapp1.kalibratetech.com/\#/,Process Sites For Review 1,Launch Application: KALIBRATESPEEDWAY_2.9_POC,,2018-02-15T15:31:55.799+0000,1871,246708,604036
SPDWAYAUTOTEST1,CHROME,KALIBRATESPEEDWAY_2.9_POC,NA,http://weu-speedwayapp1.kalibratetech.com/\#/,Process Sites For Review 1,Login,,2018-02-15T15:32:01.074+0000,1264,263796,604036
SPDWAYAUTOTEST1,CHROME,KALIBRATESPEEDWAY_2.9_POC,NA,http://weu-speedwayapp1.kalibratetech.com/\#/,Process Sites For Review 1,Search widget search initiated with Product filter,,2018-02-15T15:32:14.381+0000,1053,306888,604428
SPDWAYAUTOTEST,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 1,Launch Application: KALIBRATESPEEDWAY_2.4.1_POC,,2018-02-15T17:23:31.298+0000,1825,233660,693864
SPDWAYAUTOTEST,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 1,Login,,2018-02-15T17:23:39.397+0000,3956,284812,693864
SPDWAYAUTOTEST,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 1,Search widget search initiated with Product filter,,2018-02-15T17:23:55.189+0000,1070,321736,696096
SPDWAYAUTOTEST,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 1,Click Generate Prices button in Multi Pricing Widget,,2018-02-15T17:25:26.759+0000,928,357624,669412
SPDWAYAUTOTEST,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 1,Search widget search initiated with Sites for review filter,,2018-02-15T17:31:04.631+0000,1834,351424,688204
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 1,Launch Application: KALIBRATESPEEDWAY_2.4.1_POC,,2018-02-15T17:49:30.678+0000,2150,226688,676820
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 1,Login,,2018-02-15T17:49:36.286+0000,1287,284532,676824
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 1,Search widget search initiated with Product filter,,2018-02-15T17:49:51.898+0000,892,320536,677408
SPDWAYAUTOTEST4,CHROME,KALIBRATESPEEDWAY_2.4.1_POC,NA,http://weu-speedwayapp.kalibratetech.com/#/,Process Sites For Review 1,Click Generate Prices button in Multi Pricing Widget,,2018-02-15T17:51:38.068+0000,766,379856,700072
